customer_id,age,tenure_years,product_count,avg_balance,has_mortgage,salary_deposit_flag,digital_engagement,branch_visits_last_q,complaints_12m,nps_bucket,promo_exposure,fee_events_12m,rate_sensitivity,card_spend_monthly,quarter,state,wallet_share,next_state,wallet_share_next,age_group,tenure_group,balance_category,product_engagement,risk_score,wallet_share_delta,state_changed,life_stage,value_segment,digital_adoption,quarter_numeric
2632,63,1.75,3,5637.672003362547,1,1,0.8022510152059467,2,1,1,0,5,0.55979783,4069.757268742016,t2,LEAVE,0.1419,STAY,1.0,60+,0-2y,Low,25.440675304561783,1.579898915,0.8581,1,Mature,Medium,None,2
4272,53,8.63,5,18341.67476,1,0,0.3914550430248002,2,0,1,0,4,0.6238641657939715,1183.003909668551,t2,STAY,1.0,STAY,0.8655,51-60,5-10y,Medium,26.11743651290744,1.1119320828969859,-0.13449999999999995,0,Mature,Medium,None,2
731,66,17.98,7,8987.758837387912,1,0,0.2161649608631091,2,0,1,1,2,0.4600943609833467,3093.381984815132,t0,STAY,0.8799,STAY,0.7805,60+,10+y,Low,26.864849488258933,0.6300471804916734,-0.09940000000000004,0,Senior,Medium,None,0
3392,53,4.45,6,5619.527578,0,1,0.3181799011988138,2,0,1,1,1,0.559056569,1038.096546415438,t2,SPLIT,0.6686,STAY,0.9881,51-60,2-5y,Low,26.495453970359645,0.4795282845,0.3195,1,Mature,Medium,None,2
477,74,2.89,4,20860.18579,1,0,0.4451837876257173,1,0,1,1,4,0.5410952723640813,1421.1723004043818,t3,STAY,0.9209,STAY,0.9281,60+,2-5y,Medium,28.733555136287716,1.0705476361820407,0.007199999999999984,0,Senior,Medium,None,3
3619,47,3.8,3,6321.149186590139,0,1,1.0,2,1,1,0,3,0.9937932973547036,743.2003061392138,t1,STAY,0.8507,STAY,0.8625,41-50,2-5y,Low,25.5,1.396896648677352,0.011800000000000033,0,Mature,Medium,None,1
2758,60,7.25,1,11942.212859427362,1,0,0.7665750733557574,1,0,-1,1,3,0.7920120835737737,7722.475270882276,t3,STAY,0.7697,STAY,1.0,51-60,5-10y,Low,27.629972522006728,0.996006041786887,0.23029999999999995,0,Mature,Low,None,3
394,58,1.86,2,17530.112737344105,1,1,0.5751542186145043,3,0,0,1,4,0.684235172,344.8964018896206,t0,LEAVE,0.0884,STAY,0.9061,51-60,0-2y,Medium,21.972546265584352,1.142117586,0.8177,1,Mature,Medium,None,0
4022,21,6.35,1,20759.58969,1,0,0.8092864955992757,2,0,1,0,5,0.2793758244161927,762.9159309739931,t0,STAY,0.9112,SPLIT,0.5276,18-30,5-10y,Medium,24.642785948679784,1.1396879122080963,-0.38360000000000005,1,Young,Medium,None,0
1383,41,7.18,7,15273.908368412567,0,1,0.197179323,4,0,0,1,2,0.3299949240731505,6323.158505786141,t1,STAY,0.9157,STAY,0.938,41-50,5-10y,Medium,20.8591537969,0.5649974620365753,0.022299999999999986,0,Mature,Medium,None,1
991,40,10.07,6,31931.015024148135,1,0,0.982723311,2,0,0,0,5,0.8729985008248524,799.0655227900205,t2,STAY,0.9182,STAY,0.9382,31-40,10+y,High,26.6948169933,1.4364992504124263,0.020000000000000018,0,Family,Medium,None,2
4105,23,4.61,7,22340.73939598124,0,1,0.7816802374858581,1,0,1,0,2,0.394691501294144,5827.371134339325,t2,STAY,0.8763,STAY,0.9968,18-30,2-5y,Medium,30.034504071245756,0.5973457506470721,0.12050000000000005,0,Young,Medium,None,2
2635,23,3.94,7,22607.47822435127,0,1,0.4846773577043151,3,0,0,0,2,0.3732277029048694,4918.931390279569,t3,STAY,0.8116,STAY,0.775,18-30,2-5y,High,23.945403207311294,0.5866138514524347,-0.036599999999999966,0,Young,Medium,None,3
1586,39,6.99,6,19083.914486296304,0,0,0.5866368277310864,1,1,1,1,2,0.5358276201109909,9759.98964747314,t2,STAY,0.9496,STAY,0.9357,31-40,5-10y,Medium,29.575991048319327,0.9679138100554954,-0.013900000000000023,0,Mature,Medium,None,2
2402,55,4.76,4,26231.03435695445,1,0,0.7081952868548093,3,0,1,1,2,0.2837107504414423,6556.259759785764,t0,STAY,0.9228,STAY,0.926,51-60,2-5y,High,22.812458586056444,0.5418553752207211,0.0032000000000000917,0,Mature,Medium,None,0
3159,62,11.83,3,25099.126782525494,0,1,0.494081191,1,1,0,1,5,0.5988625732069743,1150.7227216948402,t0,STAY,0.8725,STAY,0.9369,60+,10+y,High,28.3482243573,1.5994312866034872,0.0643999999999999,0,Mature,Medium,None,0
1248,49,5.97,4,38028.572893249715,1,0,0.28879153,1,0,1,0,0,0.4589539793051794,8408.087907177483,t0,STAY,0.8788,STAY,0.7758,41-50,5-10y,High,28.686637459,0.2294769896525897,-0.10299999999999998,0,Family,Medium,None,0
492,76,9.62,4,58584.11067963042,1,1,0.7505213034072652,4,0,0,1,1,0.294758097,5444.543332709024,t2,STAY,0.8603,STAY,1.0,60+,5-10y,VeryHigh,19.82515639102218,0.3473790485,0.13970000000000005,0,Senior,High,None,2
625,58,11.07,2,31256.66021912775,0,0,0.960047506,0,0,0,0,1,0.6122268314590972,2842.4732501643125,t0,LEAVE,0.0299,LEAVE,0.0681,51-60,10+y,High,31.0880142518,0.5061134157295486,0.0382,0,Mature,Medium,None,0
2681,25,15.89,6,14723.848944085525,1,0,0.9700854784378636,2,0,1,0,1,0.4219519780122119,3193.451826468705,t2,STAY,0.9595,STAY,0.9105,18-30,10+y,Medium,26.69102564353136,0.410975989006106,-0.049000000000000044,0,Young,Medium,None,2
2955,36,12.64,4,5913.6218173400575,1,0,0.3406051215237569,3,0,1,1,1,0.4866897091225895,1662.6996293511695,t1,STAY,0.9311,STAY,0.935,31-40,10+y,Low,22.702181536457125,0.4433448545612948,0.0039000000000000146,0,Family,Medium,None,1
4772,69,3.61,6,23393.593328913405,0,1,0.6002587043410421,4,0,1,0,1,0.1930988043142645,1052.959010957127,t2,STAY,0.8227,STAY,0.7807,60+,2-5y,High,20.580077611302315,0.29654940215713227,-0.04200000000000004,0,Senior,Medium,None,2
4642,20,13.99,5,11070.791770301155,1,1,0.2492183918451985,1,0,1,0,2,0.488747922870503,489.0778284,t2,STAY,0.8337,STAY,0.8914,18-30,10+y,Low,29.07476551755356,0.6443739614352515,0.057699999999999974,0,Young,Medium,None,2
3354,66,5.23,1,16763.222523888307,0,1,0.4062869758869141,2,0,0,1,1,0.004719495,1163.605536403248,t2,STAY,0.9122,STAY,0.7795,60+,5-10y,Medium,24.521886092766074,0.20235974750000002,-0.13270000000000004,0,Senior,Low,None,2
3909,31,5.17,5,6693.800984666662,0,0,0.5463352494442848,1,0,0,0,1,0.3511511498923059,904.420110276762,t0,STAY,0.8825,STAY,0.8189,31-40,5-10y,Low,29.163900574833285,0.37557557494615296,-0.06359999999999999,0,Mature,Medium,None,0
1135,59,9.69,7,18599.86510600202,1,1,0.6079215270716442,2,0,0,0,3,0.6150457963143428,989.9965472141492,t1,STAY,0.9312,STAY,0.9475,51-60,5-10y,Medium,26.982376458121493,0.9075228981571715,0.01629999999999998,0,Mature,Medium,None,1
4764,33,5.54,4,16348.27583473214,1,0,0.2565288282888046,3,0,-1,1,2,0.6914470551858403,12791.243796671684,t2,STAY,0.7911,STAY,0.9914,31-40,5-10y,Medium,22.676958648486643,0.7457235275929202,0.20029999999999992,0,Family,Medium,None,2
1220,47,2.9,3,16312.823591534603,1,1,0.8289296943303798,1,0,1,0,2,0.5334640184730604,870.7704602380988,t0,SPLIT,0.261,SPLIT,0.5415,41-50,2-5y,Medium,28.448678908299115,0.6667320092365302,0.28049999999999997,0,Family,Medium,None,0
4913,19,11.14,3,6187.243545896207,0,0,0.4704711272863358,1,0,1,0,1,0.3259559623642638,488.60924910091785,t1,STAY,0.8692,STAY,0.9139,18-30,10+y,Low,28.3411413381859,0.36297798118213187,0.04470000000000007,0,Young,Medium,None,1
2267,63,9.08,7,49110.05009250011,0,0,0.2539365449992919,1,0,1,0,1,0.276512556306591,1972.012426833868,t1,STAY,1.0,STAY,0.9409,60+,5-10y,VeryHigh,29.876180963499788,0.3382562781532955,-0.05910000000000004,0,Mature,Medium,None,1
1382,37,2.6,5,7900.641579666063,1,0,0.5355405263215841,1,0,-1,0,1,0.401653315,740.7107365894069,t0,STAY,0.8833,STAY,0.8858,31-40,2-5y,Low,29.160662157896475,0.4008266575,0.0025000000000000577,0,Family,Medium,None,0
1711,40,11.55,4,29482.12736036446,1,0,1.0,4,0,-1,1,3,0.1860105476292273,368.6428783699317,t1,STAY,0.8225,STAY,0.8965,31-40,10+y,High,19.9,0.6930052738146137,0.07399999999999995,0,Family,Medium,None,1
4107,24,2.67,7,11796.57487734402,0,0,0.4842307894712687,4,0,1,1,2,0.7324548452400668,1615.4521581048025,t0,SPLIT,0.6164,STAY,0.8852,18-30,2-5y,Low,20.94526923684138,0.7662274226200334,0.26880000000000004,1,Young,Medium,None,0
4847,74,15.4,5,28352.139063350824,1,1,0.5726259624612825,1,0,-1,1,2,0.2516884045494285,7293.480919165023,t2,STAY,1.0,STAY,0.8817,60+,10+y,High,29.171787788738385,0.5258442022747143,-0.11829999999999996,0,Senior,Medium,None,2
2285,63,3.79,6,19448.50584935938,1,0,0.9947538158409542,3,0,1,1,1,0.5009318791348988,2132.2577217474272,t1,STAY,0.8274,STAY,0.9352,60+,2-5y,Medium,23.698426144752286,0.4504659395674494,0.1078,0,Mature,Medium,None,1
3405,44,5.74,1,4314.991298553634,0,0,0.4118654430519459,2,0,1,1,1,0.771984925,1603.2289665064368,t3,STAY,0.752,STAY,0.9444,41-50,5-10y,Low,24.523559632915585,0.5859924625,0.19240000000000002,0,Mature,Low,None,3
2882,33,7.8,5,9180.397633908691,1,1,1.0,1,1,-1,1,3,0.5390856337858793,715.0932301,t0,STAY,0.8095,STAY,0.8457,31-40,5-10y,Low,29.3,1.1695428168929398,0.03620000000000001,0,Family,Medium,None,0
3194,30,4.52,7,9256.334212,0,1,0.8777831461213016,3,1,0,0,2,0.7463758662809573,2782.408966975852,t0,STAY,0.87,LEAVE,0.0554,18-30,2-5y,Low,24.06333494383639,1.0731879331404786,-0.8146,1,Mature,Medium,None,0
856,74,3.04,7,24335.611961066817,1,1,0.6333321748758106,1,0,1,0,0,0.6543482140252177,3254.5271764972617,t1,STAY,0.8015,STAY,0.8363,60+,2-5y,High,29.989999652462743,0.32717410701260885,0.03480000000000005,0,Senior,Medium,None,1
1155,38,8.45,5,56905.813063302056,1,1,1.0,0,1,0,1,1,0.0,3333.7786608872807,t2,STAY,1.0,SPLIT,0.2415,31-40,5-10y,VeryHigh,32.3,0.5,-0.7585,1,Family,High,None,2
4133,66,1.85,6,75195.55955,1,0,0.375041452181825,2,0,-1,1,5,0.5370152207298065,1652.4263657406711,t1,STAY,0.754,STAY,0.9117,60+,0-2y,VeryHigh,26.51251243565455,1.2685076103649031,0.15769999999999995,0,Senior,High,None,1
1576,39,9.91,4,21997.43322803828,1,0,0.6879737061882581,1,0,1,0,2,0.3135381051923875,3290.961864885573,t2,STAY,0.8463,STAY,0.9333,31-40,5-10y,Medium,28.80639211185648,0.5567690525961938,0.08699999999999997,0,Family,Medium,None,2
3608,64,7.16,7,8267.956007836545,0,0,0.9433943260047646,1,0,0,0,3,0.7682558467298293,1611.4284658560423,t3,STAY,0.9598,STAY,1.0,60+,5-10y,Low,30.08301829780143,0.9841279233649147,0.040200000000000014,0,Mature,Medium,None,3
4228,59,12.34,5,74515.54839172156,0,1,0.817751961,2,2,1,1,3,0.3034616623465735,10983.262546240703,t0,STAY,0.9269,STAY,0.8579,51-60,10+y,VeryHigh,26.2453255883,1.351730831173287,-0.06899999999999995,0,Mature,High,None,0
3649,84,1.4,6,8599.196032,0,0,0.2763298728011962,5,1,1,1,2,0.7194492483914434,1832.6580017074623,t0,SPLIT,0.6735,SPLIT,0.6439,60+,0-2y,Low,17.48289896184036,1.0597246241957217,-0.02959999999999996,0,Senior,Medium,None,0
3910,78,0.75,6,82079.90450606073,0,1,0.6763941709933615,2,0,1,0,0,0.595064678,1163.4163844788166,t1,STAY,0.7591,STAY,0.9401,60+,0-2y,VeryHigh,26.602918251298007,0.297532339,0.18100000000000005,0,Senior,High,None,1
1510,63,8.08,4,27100.451711899044,1,0,0.6692335013917897,4,0,-1,1,1,0.9002645804487417,1008.6789003753208,t0,STAY,0.9303,SPLIT,0.642,60+,5-10y,High,19.800770050417537,0.6501322902243709,-0.2883,1,Mature,Medium,None,0
4822,63,4.76,4,20345.31760792073,1,0,0.437682046,0,1,0,1,4,0.4409540771283835,4867.609545219366,t3,SPLIT,0.6872,STAY,0.8425,60+,2-5y,Medium,31.7313046138,1.3204770385641917,0.1553,1,Mature,Medium,None,3
2730,48,1.82,4,16628.417425990217,1,1,0.9259511084057876,4,0,0,0,2,0.605990806,1596.8835967172554,t1,STAY,0.9538,STAY,1.0,41-50,0-2y,Medium,19.877785332521736,0.7029954030000001,0.04620000000000002,0,Family,Medium,None,1
4829,79,0.94,2,15342.261405208452,0,1,0.9240817853874717,4,0,-1,0,3,0.156924307984971,2946.860367236527,t2,STAY,0.8698,SPLIT,0.5509,60+,0-2y,Medium,19.077224535616242,0.6784621539924856,-0.3189000000000001,1,Senior,Medium,None,2
1177,39,10.43,6,45184.32358887608,0,1,0.4979501298853404,5,0,1,0,3,0.8364428256257019,4739.494434581389,t1,STAY,0.9597,STAY,0.8764,31-40,10+y,VeryHigh,17.549385038965603,1.018221412812851,-0.08330000000000004,0,Mature,Medium,None,1
1373,48,4.04,1,6887.909141243483,1,0,0.3080918552092282,2,0,-1,1,2,0.4378900668271476,3398.5556700700995,t1,STAY,0.9516,STAY,0.803,41-50,2-5y,Low,24.492427556562767,0.6189450334135738,-0.14859999999999995,0,Family,Low,None,1
3622,32,9.79,1,30067.84946413605,0,0,0.5287784094290979,0,0,0,1,2,0.1526127260874885,4634.135142,t3,SPLIT,0.5067,STAY,0.9063,31-40,5-10y,High,30.55863352282873,0.4763063630437443,0.39959999999999996,1,Mature,Medium,None,3
4023,54,10.06,6,32762.882301741403,0,0,0.8687164321414947,3,1,1,0,1,0.599654597,1114.9052713381463,t0,SPLIT,0.4826,STAY,0.9496,51-60,10+y,High,23.66061492964245,0.7998272985,0.467,1,Mature,Medium,None,0
3500,48,15.01,2,5443.420625,1,0,0.9407150362911314,2,1,1,0,1,0.428120292,2302.819347052036,t2,STAY,0.9666,STAY,0.8535,41-50,10+y,Low,25.08221451088734,0.714060146,-0.11309999999999998,0,Family,Medium,None,2
4340,51,4.86,4,22769.374761918974,1,0,0.8396208899830625,1,1,-1,0,2,0.2865363311871884,1428.6938149512628,t3,STAY,0.9811,STAY,0.9395,51-60,2-5y,High,28.851886266994917,0.8432681655935942,-0.04159999999999997,0,Mature,Medium,None,3
3020,67,2.04,5,16514.47581431055,0,0,0.8024657553859538,2,0,-1,1,3,0.6686644238199433,1546.8731948156053,t0,STAY,0.867,STAY,0.8351,60+,2-5y,Medium,26.240739726615786,0.9343322119099717,-0.03190000000000004,0,Senior,Medium,None,0
239,38,8.9,7,74674.70159447526,0,0,0.6702108530149845,0,0,0,0,3,0.841390462,1329.9410873621468,t0,SPLIT,0.4949,STAY,0.8454,31-40,5-10y,VeryHigh,33.0010632559045,1.0206952310000001,0.35050000000000003,1,Mature,High,None,0
573,36,15.11,2,41772.41877926893,1,1,0.8287866921589835,2,1,-1,0,0,0.6548509227219537,1500.5522001261647,t3,STAY,0.8692,STAY,0.7927,31-40,10+y,VeryHigh,25.048636007647694,0.6274254613609769,-0.07650000000000001,0,Family,Medium,None,3
4391,30,9.8,7,6536.250814329719,1,0,0.3023056825887569,2,0,1,1,1,0.3429801647367173,5636.646165,t1,STAY,0.9511,STAY,0.9229,18-30,5-10y,Low,26.89069170477663,0.3714900823683587,-0.028199999999999892,0,Family,Medium,None,1
1077,65,7.16,2,3891.241214476727,0,0,0.8219412002980483,2,0,0,1,2,0.5412899127700902,1617.4423046277686,t0,SPLIT,0.1741,STAY,0.9502,60+,5-10y,Low,25.046582360089413,0.6706449563850452,0.7761,1,Senior,Medium,None,0
2604,55,4.4,5,22761.652534105255,0,0,0.4883657642859978,3,0,0,0,1,0.4316040765222954,1496.1465771778962,t1,STAY,0.8591,STAY,0.9359,51-60,2-5y,High,23.1465097292858,0.4158020382611477,0.07679999999999998,0,Mature,Medium,None,1
1920,53,4.35,7,143879.1897,0,1,0.4474825448600987,5,0,1,0,3,0.5641871783291168,1463.8720516226329,t0,STAY,0.8562,STAY,0.9413,51-60,2-5y,VeryHigh,17.93424476345803,0.8820935891645585,0.08510000000000006,0,Mature,High,None,0
3437,37,7.44,5,24553.37742487983,0,0,1.0,1,0,1,1,2,0.4855526249894396,4600.398194193457,t2,STAY,0.9343,STAY,0.8467,31-40,5-10y,High,29.3,0.6427763124947198,-0.08760000000000001,0,Mature,Medium,None,2
4326,44,12.12,4,13149.320376485872,0,1,0.6465360825557177,3,0,-1,1,3,0.3712308734795655,3492.578235,t2,STAY,1.0,STAY,0.8627,41-50,10+y,Medium,22.793960824766714,0.7856154367397828,-0.13729999999999998,0,Mature,Medium,None,2
4920,53,5.1,5,13351.078604391128,0,0,0.8200684774580529,2,0,1,0,4,0.2008723520920343,3689.964395688212,t3,STAY,1.0,STAY,0.9355,51-60,5-10y,Medium,26.246020543237414,0.9004361760460172,-0.0645,0,Mature,Medium,None,3
4298,69,4.78,5,8412.811843147965,0,1,0.6338276005560114,2,0,0,0,4,0.5221735336057437,1824.984118,t1,STAY,0.8478,STAY,0.8643,60+,2-5y,Low,26.190148280166802,1.0610867668028718,0.01649999999999996,0,Senior,Medium,None,1
4729,25,6.99,7,75056.40504822541,0,1,1.0,2,0,1,0,3,0.5081105005814547,859.6495291201043,t3,STAY,0.9724,STAY,0.9265,18-30,5-10y,VeryHigh,27.1,0.8540552502907275,-0.04590000000000005,0,Young,High,None,3
4443,63,11.08,5,25817.32042227892,1,1,0.599069199,5,0,1,1,4,0.8255052346134747,1607.8296114143066,t0,STAY,0.9448,STAY,0.8645,60+,10+y,High,17.1797207597,1.2127526173067373,-0.08029999999999993,0,Mature,Medium,None,0
2388,83,10.57,5,25642.070590191495,1,0,0.7038090095377992,3,0,1,1,0,0.8290486483305255,7767.604343110132,t3,STAY,0.8133,STAY,0.9741,60+,10+y,High,23.21114270286134,0.41452432416526275,0.16079999999999994,0,Senior,Medium,None,3
1234,68,3.0,5,59019.06243720435,1,0,0.9058532271660478,3,0,0,0,2,0.5339268001758919,657.9883352,t2,STAY,0.7802,STAY,1.0,60+,2-5y,VeryHigh,23.271755968149815,0.666963400087946,0.2198,0,Senior,High,None,2
4494,35,5.92,6,18356.89589662513,0,0,0.8819324983812568,1,1,1,1,0,0.6414756850714249,737.5584333246346,t2,STAY,0.9041,STAY,0.9248,31-40,5-10y,Medium,29.664579749514377,0.6207378425357124,0.02069999999999994,0,Mature,Medium,None,2
4036,20,7.15,6,121254.53238218265,1,0,0.971807224,4,0,0,1,2,0.570619609,920.6155009829478,t2,STAY,1.0,STAY,0.8706,18-30,5-10y,VeryHigh,20.6915421672,0.6853098045,-0.12939999999999996,0,Young,High,None,2
3675,61,7.64,7,82083.58705715323,0,0,0.8868049688287386,3,0,0,1,5,0.2904229804676038,1105.8301694528975,t2,STAY,0.9929,STAY,0.8583,60+,5-10y,VeryHigh,24.066041490648622,1.145211490233802,-0.13460000000000005,0,Mature,High,None,2
3034,25,6.29,3,14079.187756465984,1,1,0.7170548671013105,1,0,1,0,2,0.6111968295742759,9510.875934,t0,STAY,0.898,STAY,0.8964,18-30,5-10y,Medium,28.415116460130392,0.7055984147871379,-0.0016000000000000458,0,Young,Medium,None,0
4444,48,0.52,3,2710.955593872307,1,1,0.2566220875870882,3,0,-1,0,0,0.3396810231032922,1440.0201321315096,t1,SPLIT,0.5877,STAY,0.7805,41-50,0-2y,Low,22.276986626276127,0.1698405115516461,0.19279999999999997,1,Family,Medium,None,1
1660,34,7.48,7,26416.332059144384,0,1,0.5776379580272427,1,0,0,1,2,0.6460771887575137,2640.475578698783,t0,STAY,0.8715,STAY,0.8701,31-40,5-10y,High,29.973291387408175,0.723038594378757,-0.0014000000000000679,0,Mature,Medium,None,0
2594,24,5.28,1,13091.361420301282,1,0,0.7469186097953723,2,0,1,0,2,0.6910267837588927,1943.064531331442,t0,STAY,0.9339,STAY,0.788,18-30,5-10y,Low,24.624075582938612,0.7455133918794463,-0.14589999999999992,0,Young,Low,None,0
888,30,10.34,6,5876.495269762353,0,1,0.9843100852464286,0,0,-1,1,4,0.3997730314795268,888.5524118185174,t1,STAY,1.0,STAY,0.8838,18-30,10+y,Low,32.69529302557393,0.9998865157397634,-0.11619999999999997,0,Mature,Medium,None,1
1061,69,6.6,2,24942.27508285468,1,0,0.5852736375974934,4,1,-1,0,3,0.6157580975502108,3380.560475588419,t3,STAY,0.7953,STAY,0.7672,60+,5-10y,High,18.975582091279247,1.2078790487751054,-0.028100000000000014,0,Senior,Medium,None,3
1367,38,5.16,2,78729.87754129912,1,0,0.6126199686950281,5,0,1,0,1,0.3789739029809772,2371.571818887167,t3,STAY,1.0,STAY,0.8249,31-40,5-10y,VeryHigh,15.983785990608508,0.3894869514904886,-0.17510000000000003,0,Family,Medium,None,3
476,70,7.48,4,24499.433298466905,1,1,0.5489808669740575,0,0,0,0,5,0.3604642275128052,3117.2499418934176,t2,STAY,0.8746,STAY,1.0,60+,5-10y,High,31.764694260092217,1.1802321137564027,0.12539999999999996,0,Senior,Medium,None,2
2590,41,1.81,5,19534.573027212704,1,0,0.4530708939674681,2,0,-1,0,2,0.2700656315705478,439.8972523583848,t3,STAY,0.8878,STAY,0.9759,41-50,0-2y,Medium,26.13592126819024,0.535032815785274,0.08809999999999996,0,Family,Medium,None,3
4036,20,7.15,6,121254.53238218265,1,0,0.971807224,4,0,0,1,2,0.570619609,920.6155009829478,t1,STAY,0.8743,STAY,1.0,18-30,5-10y,VeryHigh,20.6915421672,0.6853098045,0.12570000000000003,0,Young,High,None,1
92,71,4.84,2,91694.10734447492,0,1,0.2833189531085048,3,0,1,1,0,0.4401170077316291,592.0814303280632,t3,STAY,0.9435,STAY,0.8737,60+,2-5y,VeryHigh,21.88499568593255,0.22005850386581455,-0.06979999999999997,0,Senior,Medium,None,3
2169,80,8.77,5,27719.428339830574,1,1,0.1992487328614288,3,0,-1,0,3,0.4882439592967657,1114.2127203289604,t3,SPLIT,0.309,SPLIT,0.5508,60+,5-10y,High,23.05977461985843,0.844121979648383,0.24179999999999996,0,Senior,Medium,None,3
595,39,7.67,6,28574.182343179324,0,0,0.7257936343526896,3,0,1,1,3,0.4157435642466752,2036.6117213885705,t3,STAY,1.0,STAY,0.9907,31-40,5-10y,High,23.617738090305807,0.8078717821233377,-0.009299999999999975,0,Mature,Medium,None,3
4378,35,5.51,1,22987.66145144302,0,1,0.2851151492062125,1,1,0,0,1,0.4585157895894552,1844.284868213275,t1,STAY,0.9196,STAY,0.7739,31-40,5-10y,High,27.485534544761865,0.7292578947947276,-0.14569999999999994,0,Mature,Medium,None,1
4605,32,5.55,6,61627.763082072765,0,0,0.6417855430427358,2,0,-1,0,1,0.5864702348357205,4859.2007548821975,t0,LEAVE,0.0344,LEAVE,0.0109,31-40,5-10y,VeryHigh,26.59253566291282,0.49323511741786025,-0.0235,0,Mature,High,None,0
2400,67,5.75,4,13806.295202293855,1,0,0.4041438855394585,0,0,0,1,1,0.4920521159389893,1429.1627925875782,t2,STAY,0.8658,STAY,0.9994,60+,5-10y,Medium,31.72124316566184,0.4460260579694947,0.13359999999999994,0,Senior,Medium,None,2
3430,38,5.87,3,12267.266283793815,0,0,0.1872669537583055,4,0,1,0,3,0.3403370975218541,668.5474489664247,t2,STAY,0.9165,STAY,0.8873,31-40,5-10y,Low,19.256180086127493,0.7701685487609271,-0.029200000000000004,0,Mature,Medium,None,2
2146,47,2.71,3,11772.216778676777,0,1,0.7356190503646887,1,0,1,0,2,0.3583695505449953,10449.90451077234,t3,STAY,0.9913,STAY,0.7539,41-50,2-5y,Low,28.420685715109407,0.5791847752724977,-0.23739999999999994,0,Mature,Medium,None,3
544,29,1.72,6,28860.74077014353,1,1,0.4562905017429346,2,1,0,0,4,0.4345996528979677,4683.842622971593,t3,STAY,0.7803,STAY,0.8423,18-30,0-2y,High,26.53688715052288,1.317299826448984,0.062000000000000055,0,Young,Medium,None,3
4449,54,5.93,5,37026.58045771857,1,0,0.8633733759781296,1,0,0,0,1,0.2823593129030903,408.0933266502363,t1,STAY,0.9123,STAY,0.9089,51-60,5-10y,High,29.259012012793438,0.34117965645154513,-0.0033999999999999586,0,Mature,Medium,None,1
4130,46,4.18,4,26842.512130625066,0,0,0.6145047730394791,3,0,0,1,3,0.3447840149638063,1777.451319745633,t3,STAY,0.9037,STAY,0.8742,41-50,2-5y,High,22.784351431911844,0.7723920074819033,-0.02949999999999997,0,Mature,Medium,None,3
1010,52,4.51,4,45921.54654874864,0,0,0.4436861592235153,1,0,1,0,0,0.3695052726619636,3224.553727,t2,STAY,0.8368,STAY,0.8017,51-60,2-5y,VeryHigh,28.733105847767053,0.1847526363309818,-0.03510000000000002,0,Mature,Medium,None,2
589,74,3.36,7,76079.63982082815,1,0,0.648026169,0,0,0,1,2,0.3900133244678883,705.1776192401603,t0,SPLIT,0.5584,STAY,0.771,60+,2-5y,VeryHigh,32.9944078507,0.5950066622339442,0.2126,1,Senior,High,None,0
2174,69,7.21,2,49369.13311796362,1,1,1.0,0,0,1,0,1,0.1347377610098336,2720.200333,t1,STAY,0.9156,STAY,0.9551,60+,5-10y,VeryHigh,31.1,0.2673688805049168,0.03949999999999998,0,Senior,Medium,None,1
3977,61,8.9,2,13927.809759804288,0,0,0.4497090700231321,3,0,-1,1,2,0.4001842619659437,1730.8910892602532,t3,SPLIT,0.2732,STAY,0.9649,60+,5-10y,Medium,21.93491272100694,0.6000921309829719,0.6917,1,Mature,Medium,None,3
1104,28,2.6,7,57303.77854769045,0,1,0.6599949912496056,6,0,-1,1,0,0.8306460598209024,2681.1275316007377,t3,STAY,0.9191,STAY,0.9597,18-30,2-5y,VeryHigh,14.997998497374882,0.4153230299104512,0.04059999999999997,0,Young,High,None,3
2763,42,12.71,3,37980.389315420645,0,0,0.5048529496866991,0,1,0,1,1,0.3307239344237264,2065.8807975162367,t0,STAY,0.966,STAY,0.8913,41-50,10+y,High,31.35145588490601,0.6653619672118631,-0.07469999999999999,0,Mature,Medium,None,0
1866,45,1.54,1,9707.980380953424,0,1,0.2095888213872642,4,0,-1,1,1,0.1909407485131958,3360.1724037448216,t3,STAY,0.938,STAY,0.7843,41-50,0-2y,Low,18.46287664641618,0.29547037425659795,-0.15369999999999995,0,Mature,Low,None,3
3331,59,4.46,5,18090.001314890163,0,1,0.4386904852014242,5,0,-1,0,0,0.6720123445173697,3956.194219432806,t0,SPLIT,0.4688,STAY,0.8256,51-60,2-5y,Medium,17.131607145560427,0.33600617225868484,0.3568,1,Mature,Medium,None,0
3805,19,2.59,6,53604.55512260961,0,1,0.4893740141875269,1,0,1,0,2,0.3199099447266339,256.94294652367796,t2,STAY,0.8513,STAY,0.7695,18-30,2-5y,VeryHigh,29.54681220425626,0.559954972363317,-0.08179999999999998,0,Young,High,None,2
2797,76,10.04,2,36607.187101489464,1,1,0.4595238750582731,3,1,1,1,1,0.4794603419508647,583.0082067,t1,STAY,0.8738,STAY,0.8188,60+,10+y,High,21.93785716251748,0.7397301709754324,-0.05500000000000005,0,Senior,Medium,None,1
3259,55,2.34,4,41328.96794007776,1,1,0.535477017,2,0,-1,0,3,0.2899045436368419,917.3284666587224,t3,STAY,0.9581,STAY,0.9018,51-60,2-5y,VeryHigh,25.7606431051,0.744952271818421,-0.056299999999999906,0,Mature,Medium,None,3
